code_list_key,source_key,list_key,list_name,item_name,concept_name,superseded_by,source_page,data_sets,valid_from,valid_to,is_current,first_fetch_run_id,loaded_at,loaded_by,updated_at,updated_by
87,nhs_dd_cds,overseas_visitor_charging_category,overseas_visitor_charging_category,OVERSEAS VISITOR CHARGING CATEGORY,OVERSEAS VISITOR CHARGING CATEGORY,,https://www.datadictionary.nhs.uk/data_elements/overseas_visitor_charging_category.html,cds_v6-3_type_120_-_admitted_patient_care_-_finished_birth_episode_cds;cds_v6-3_type_130_-_admitted_patient_care_-_finished_general_episode_cds;cds_v6-3_type_140_-_admitted_patient_care_-_finished_delivery_episode_cds;cds_v6-3_type_180_-_admitted_patient_care_-_unfinished_birth_episode_cds;cds_v6-3_type_190_-_admitted_patient_care_-_unfinished_general_episode_cds;cds_v6-3_type_200_-_admitted_patient_care_-_unfinished_delivery_episode_cds,1900-01-01T00:00:00.000000+00:00,,true,3,2026-09-12T21:50:58.303823+00:00,databot,,
88,nhs_dd_cds,overseas_visitor_charging_category_at_cds_activity_date,overseas_visitor_charging_category_at_cds_activity_date,OVERSEAS VISITOR CHARGING CATEGORY AT CDS ACTIVITY DATE,,,https://www.datadictionary.nhs.uk/data_elements/overseas_visitor_charging_category_at_cds_activity_date.html,cds_v6-2-3_type_011_-_emergency_care_cds;cds_v6-3_type_020_-_outpatient_cds;cds_v6-3_type_120_-_admitted_patient_care_-_finished_birth_episode_cds;cds_v6-3_type_140_-_admitted_patient_care_-_finished_delivery_episode_cds;cds_v6-3_type_150_-_admitted_patient_care_-_other_birth_event_cds;cds_v6-3_type_160_-_admitted_patient_care_-_other_delivery_event_cds;cds_v6-3_type_180_-_admitted_patient_care_-_unfinished_birth_episode_cds;cds_v6-3_type_200_-_admitted_patient_care_-_unfinished_delivery_episode_cds,1900-01-01T00:00:00.000000+00:00,,true,3,2026-09-12T21:50:58.303823+00:00,databot,,
89,nhs_dd_cds,overseas_visitor_status_classification,overseas_visitor_status_classification,OVERSEAS VISITOR STATUS CLASSIFICATION,OVERSEAS VISITOR STATUS CLASSIFICATION,,https://www.datadictionary.nhs.uk/data_elements/overseas_visitor_status_classification.html,cds_v6-2_type_120_-_admitted_patient_care_-_finished_birth_episode_cds;cds_v6-2_type_130_-_admitted_patient_care_-_finished_general_episode_cds;cds_v6-2_type_140_-_admitted_patient_care_-_finished_delivery_episode_cds;cds_v6-2_type_170_-_admitted_patient_care_-_detained_and_or_long_term_psychiatric_census_cds;cds_v6-2_type_180_-_admitted_patient_care_-_unfinished_birth_episode_cds;cds_v6-2_type_190_-_admitted_patient_care_-_unfinished_general_episode_cds;cds_v6-2_type_200_-_admitted_patient_care_-_unfinished_delivery_episode_cds,1900-01-01T00:00:00.000000+00:00,,true,3,2026-09-12T21:50:58.303823+00:00,databot,,
90,nhs_dd_cds,overseas_visitor_status_classification_at_cds_activity_date,overseas_visitor_status_classification_at_cds_activity_date,OVERSEAS VISITOR STATUS CLASSIFICATION AT CDS ACTIVITY DATE,,,https://www.datadictionary.nhs.uk/data_elements/overseas_visitor_status_classification_at_cds_activity_date.html,cds_v6-2_type_020_-_outpatient_cds;cds_v6-2_type_021_-_future_outpatient_cds;cds_v6-2_type_030_-_elective_admission_list_-_end_of_period_census_standard_cds;cds_v6-2_type_050_-_elective_admission_list_-_end_of_period_census_new_cds;cds_v6-2_type_060_-_elective_admission_list_-_event_during_period_add_cds;cds_v6-2_type_110_-_elective_admission_list_-_event_during_period_new_service_agreement_cds;cds_v6-2_type_120_-_admitted_patient_care_-_finished_birth_episode_cds;cds_v6-2_type_140_-_admitted_patient_care_-_finished_delivery_episode_cds;cds_v6-2_type_150_-_admitted_patient_care_-_other_birth_event_cds;cds_v6-2_type_160_-_admitted_patient_care_-_other_delivery_event_cds;cds_v6-2_type_180_-_admitted_patient_care_-_unfinished_birth_episode_cds;cds_v6-2_type_200_-_admitted_patient_care_-_unfinished_delivery_episode_cds,1900-01-01T00:00:00.000000+00:00,,true,3,2026-09-12T21:50:58.303823+00:00,databot,,
91,nhs_dd_cds,patient_classification_code,patient_classification,PATIENT CLASSIFICATION CODE,PATIENT CLASSIFICATION,,https://www.datadictionary.nhs.uk/data_elements/patient_classification_code.html,cds_v6-2_type_120_-_admitted_patient_care_-_finished_birth_episode_cds;cds_v6-2_type_130_-_admitted_patient_care_-_finished_general_episode_cds;cds_v6-2_type_140_-_admitted_patient_care_-_finished_delivery_episode_cds;cds_v6-2_type_170_-_admitted_patient_care_-_detained_and_or_long_term_psychiatric_census_cds;cds_v6-2_type_180_-_admitted_patient_care_-_unfinished_birth_episode_cds;cds_v6-2_type_190_-_admitted_patient_care_-_unfinished_general_episode_cds;cds_v6-2_type_200_-_admitted_patient_care_-_unfinished_delivery_episode_cds;cds_v6-3_type_120_-_admitted_patient_care_-_finished_birth_episode_cds;cds_v6-3_type_130_-_admitted_patient_care_-_finished_general_episode_cds;cds_v6-3_type_140_-_admitted_patient_care_-_finished_delivery_episode_cds;cds_v6-3_type_180_-_admitted_patient_care_-_unfinished_birth_episode_cds;cds_v6-3_type_190_-_admitted_patient_care_-_unfinished_general_episode_cds;cds_v6-3_type_200_-_admitted_patient_care_-_unfinished_delivery_episode_cds,1900-01-01T00:00:00.000000+00:00,,true,3,2026-09-12T21:50:58.303823+00:00,databot,,
92,nhs_dd_cds,patient_on_patient_initiated_out-patient_follow_up_pathway_indicator_at_cds_activity_date,patient_on_patient_initiated_out_patient_follow_up_pathway_,PATIENT ON PATIENT INITIATED OUT-PATIENT FOLLOW UP PATHWAY INDICATOR AT CDS ACTIVITY DATE,PATIENT ON PATIENT INITIATED OUT-PATIENT FOLLOW UP PATHWAY INDICATOR,,https://www.datadictionary.nhs.uk/data_elements/patient_on_patient_initiated_out-patient_follow_up_pathway_indicator_at_cds_activity_date.html,cds_v6-3_type_020_-_outpatient_cds,1900-01-01T00:00:00.000000+00:00,,true,3,2026-09-12T21:50:58.303823+00:00,databot,,
93,nhs_dd_cds,patient_subject_to_remote_monitoring_indicator_at_cds_activity_date,patient_subject_to_remote_monitoring_indicator,PATIENT SUBJECT TO REMOTE MONITORING INDICATOR AT CDS ACTIVITY DATE,PATIENT SUBJECT TO REMOTE MONITORING INDICATOR,,https://www.datadictionary.nhs.uk/data_elements/patient_subject_to_remote_monitoring_indicator_at_cds_activity_date.html,cds_v6-3_type_020_-_outpatient_cds,1900-01-01T00:00:00.000000+00:00,,true,3,2026-09-12T21:50:58.303823+00:00,databot,,
94,nhs_dd_cds,person_gender_code_current,person_gender_code,PERSON GENDER CODE CURRENT,PERSON GENDER CODE,PERSON STATED GENDER CODE,https://www.datadictionary.nhs.uk/data_elements/person_gender_code_current.html,cds_v6-2_type_020_-_outpatient_cds;cds_v6-2_type_021_-_future_outpatient_cds;cds_v6-2_type_030_-_elective_admission_list_-_end_of_period_census_standard_cds;cds_v6-2_type_050_-_elective_admission_list_-_end_of_period_census_new_cds;cds_v6-2_type_060_-_elective_admission_list_-_event_during_period_add_cds;cds_v6-2_type_110_-_elective_admission_list_-_event_during_period_new_service_agreement_cds;cds_v6-2_type_120_-_admitted_patient_care_-_finished_birth_episode_cds;cds_v6-2_type_130_-_admitted_patient_care_-_finished_general_episode_cds;cds_v6-2_type_140_-_admitted_patient_care_-_finished_delivery_episode_cds;cds_v6-2_type_150_-_admitted_patient_care_-_other_birth_event_cds;cds_v6-2_type_160_-_admitted_patient_care_-_other_delivery_event_cds;cds_v6-2_type_170_-_admitted_patient_care_-_detained_and_or_long_term_psychiatric_census_cds;cds_v6-2_type_180_-_admitted_patient_care_-_unfinished_birth_episode_cds;cds_v6-2_type_190_-_admitted_patient_care_-_unfinished_general_episode_cds;cds_v6-2_type_200_-_admitted_patient_care_-_unfinished_delivery_episode_cds,1900-01-01T00:00:00.000000+00:00,,true,3,2026-09-12T21:50:58.303823+00:00,databot,,
95,nhs_dd_cds,person_gender_code_current_baby,person_gender_code_current_baby,PERSON GENDER CODE CURRENT (BABY),,,https://www.datadictionary.nhs.uk/data_elements/person_gender_code_current_baby.html,cds_v6-2_type_140_-_admitted_patient_care_-_finished_delivery_episode_cds;cds_v6-2_type_160_-_admitted_patient_care_-_other_delivery_event_cds;cds_v6-2_type_200_-_admitted_patient_care_-_unfinished_delivery_episode_cds,1900-01-01T00:00:00.000000+00:00,,true,3,2026-09-12T21:50:58.303823+00:00,databot,,
96,nhs_dd_cds,person_marital_status,person_marital_status,PERSON MARITAL STATUS,PERSON MARITAL STATUS,,https://www.datadictionary.nhs.uk/data_elements/person_marital_status.html,cds_v6-2_type_130_-_admitted_patient_care_-_finished_general_episode_cds;cds_v6-2_type_140_-_admitted_patient_care_-_finished_delivery_episode_cds;cds_v6-2_type_160_-_admitted_patient_care_-_other_delivery_event_cds;cds_v6-2_type_170_-_admitted_patient_care_-_detained_and_or_long_term_psychiatric_census_cds;cds_v6-2_type_190_-_admitted_patient_care_-_unfinished_general_episode_cds;cds_v6-2_type_200_-_admitted_patient_care_-_unfinished_delivery_episode_cds;cds_v6-3_type_130_-_admitted_patient_care_-_finished_general_episode_cds;cds_v6-3_type_140_-_admitted_patient_care_-_finished_delivery_episode_cds;cds_v6-3_type_160_-_admitted_patient_care_-_other_delivery_event_cds;cds_v6-3_type_190_-_admitted_patient_care_-_unfinished_general_episode_cds;cds_v6-3_type_200_-_admitted_patient_care_-_unfinished_delivery_episode_cds,1900-01-01T00:00:00.000000+00:00,,true,3,2026-09-12T21:50:58.303823+00:00,databot,,
97,nhs_dd_cds,person_phenotypic_sex,person_phenotypic_sex_classification,PERSON PHENOTYPIC SEX,PERSON PHENOTYPIC SEX CLASSIFICATION,PERSON STATED GENDER CODE,https://www.datadictionary.nhs.uk/data_elements/person_phenotypic_sex.html,cds_v6-3_type_120_-_admitted_patient_care_-_finished_birth_episode_cds;cds_v6-3_type_140_-_admitted_patient_care_-_finished_delivery_episode_cds;cds_v6-3_type_150_-_admitted_patient_care_-_other_birth_event_cds;cds_v6-3_type_160_-_admitted_patient_care_-_other_delivery_event_cds;cds_v6-3_type_180_-_admitted_patient_care_-_unfinished_birth_episode_cds;cds_v6-3_type_200_-_admitted_patient_care_-_unfinished_delivery_episode_cds,1900-01-01T00:00:00.000000+00:00,2026-09-12T21:55:57.028191+00:00,false,3,2026-09-12T21:50:58.303823+00:00,databot,2026-09-12T21:55:57.028191+00:00,databot
133,nhs_dd_cds,person_phenotypic_sex,person_phenotypic_sex_classification,PERSON PHENOTYPIC SEX,PERSON PHENOTYPIC SEX CLASSIFICATION,,https://www.datadictionary.nhs.uk/data_elements/person_phenotypic_sex.html,cds_v6-3_type_120_-_admitted_patient_care_-_finished_birth_episode_cds;cds_v6-3_type_140_-_admitted_patient_care_-_finished_delivery_episode_cds;cds_v6-3_type_150_-_admitted_patient_care_-_other_birth_event_cds;cds_v6-3_type_160_-_admitted_patient_care_-_other_delivery_event_cds;cds_v6-3_type_180_-_admitted_patient_care_-_unfinished_birth_episode_cds;cds_v6-3_type_200_-_admitted_patient_care_-_unfinished_delivery_episode_cds,2026-09-12T21:55:57.028191+00:00,,true,4,2026-09-12T21:55:57.028191+00:00,databot,,
98,nhs_dd_cds,person_stated_gender_code,person_stated_gender_code,PERSON STATED GENDER CODE,PERSON STATED GENDER CODE,PERSON STATED GENDER CODE,https://www.datadictionary.nhs.uk/data_elements/person_stated_gender_code.html,cds_v6-2-3_type_011_-_emergency_care_cds;cds_v6-3_type_020_-_outpatient_cds;cds_v6-3_type_130_-_admitted_patient_care_-_finished_general_episode_cds;cds_v6-3_type_140_-_admitted_patient_care_-_finished_delivery_episode_cds;cds_v6-3_type_160_-_admitted_patient_care_-_other_delivery_event_cds;cds_v6-3_type_190_-_admitted_patient_care_-_unfinished_general_episode_cds;cds_v6-3_type_200_-_admitted_patient_care_-_unfinished_delivery_episode_cds,1900-01-01T00:00:00.000000+00:00,2026-09-12T21:55:57.028191+00:00,false,3,2026-09-12T21:50:58.303823+00:00,databot,2026-09-12T21:55:57.028191+00:00,databot
134,nhs_dd_cds,person_stated_gender_code,person_stated_gender_code,PERSON STATED GENDER CODE,PERSON STATED GENDER CODE,,https://www.datadictionary.nhs.uk/data_elements/person_stated_gender_code.html,cds_v6-2-3_type_011_-_emergency_care_cds;cds_v6-3_type_020_-_outpatient_cds;cds_v6-3_type_130_-_admitted_patient_care_-_finished_general_episode_cds;cds_v6-3_type_140_-_admitted_patient_care_-_finished_delivery_episode_cds;cds_v6-3_type_160_-_admitted_patient_care_-_other_delivery_event_cds;cds_v6-3_type_190_-_admitted_patient_care_-_unfinished_general_episode_cds;cds_v6-3_type_200_-_admitted_patient_care_-_unfinished_delivery_episode_cds,2026-09-12T21:55:57.028191+00:00,,true,4,2026-09-12T21:55:57.028191+00:00,databot,,
99,nhs_dd_cds,present_on_admission_indicator,present_on_admission_indicator,PRESENT ON ADMISSION INDICATOR,PRESENT ON ADMISSION INDICATOR,,https://www.datadictionary.nhs.uk/data_elements/present_on_admission_indicator.html,cds_v6-2_type_020_-_outpatient_cds;cds_v6-2_type_021_-_future_outpatient_cds;cds_v6-2_type_120_-_admitted_patient_care_-_finished_birth_episode_cds;cds_v6-2_type_130_-_admitted_patient_care_-_finished_general_episode_cds;cds_v6-2_type_140_-_admitted_patient_care_-_finished_delivery_episode_cds;cds_v6-2_type_170_-_admitted_patient_care_-_detained_and_or_long_term_psychiatric_census_cds;cds_v6-2_type_180_-_admitted_patient_care_-_unfinished_birth_episode_cds;cds_v6-2_type_190_-_admitted_patient_care_-_unfinished_general_episode_cds;cds_v6-2_type_200_-_admitted_patient_care_-_unfinished_delivery_episode_cds;cds_v6-3_type_130_-_admitted_patient_care_-_finished_general_episode_cds;cds_v6-3_type_190_-_admitted_patient_care_-_unfinished_general_episode_cds,1900-01-01T00:00:00.000000+00:00,,true,3,2026-09-12T21:50:58.303823+00:00,databot,,
100,nhs_dd_cds,priority_type_code,priority_type,PRIORITY TYPE CODE,PRIORITY TYPE,SERVICE REQUEST PRIORITY TYPE,https://www.datadictionary.nhs.uk/data_elements/priority_type_code.html,cds_v6-2_type_020_-_outpatient_cds;cds_v6-2_type_021_-_future_outpatient_cds;cds_v6-2_type_030_-_elective_admission_list_-_end_of_period_census_standard_cds;cds_v6-2_type_050_-_elective_admission_list_-_end_of_period_census_new_cds;cds_v6-2_type_060_-_elective_admission_list_-_event_during_period_add_cds;cds_v6-2_type_110_-_elective_admission_list_-_event_during_period_new_service_agreement_cds;cds_v6-3_type_020_-_outpatient_cds,1900-01-01T00:00:00.000000+00:00,,true,3,2026-09-12T21:50:58.303823+00:00,databot,,
101,nhs_dd_cds,procedure_scheme_in_use,procedure_scheme_in_use,PROCEDURE SCHEME IN USE,PROCEDURE SCHEME IN USE,,https://www.datadictionary.nhs.uk/data_elements/procedure_scheme_in_use.html,cds_v6-2_type_020_-_outpatient_cds;cds_v6-2_type_021_-_future_outpatient_cds;cds_v6-2_type_030_-_elective_admission_list_-_end_of_period_census_standard_cds;cds_v6-2_type_050_-_elective_admission_list_-_end_of_period_census_new_cds;cds_v6-2_type_060_-_elective_admission_list_-_event_during_period_add_cds;cds_v6-2_type_110_-_elective_admission_list_-_event_during_period_new_service_agreement_cds;cds_v6-2_type_120_-_admitted_patient_care_-_finished_birth_episode_cds;cds_v6-2_type_130_-_admitted_patient_care_-_finished_general_episode_cds;cds_v6-2_type_140_-_admitted_patient_care_-_finished_delivery_episode_cds;cds_v6-2_type_180_-_admitted_patient_care_-_unfinished_birth_episode_cds;cds_v6-2_type_190_-_admitted_patient_care_-_unfinished_general_episode_cds;cds_v6-2_type_200_-_admitted_patient_care_-_unfinished_delivery_episode_cds,1900-01-01T00:00:00.000000+00:00,,true,3,2026-09-12T21:50:58.303823+00:00,databot,,
102,nhs_dd_cds,procedure_scheme_in_use_commissioning_data_set,procedure_scheme_in_use_commissioning_data_set,PROCEDURE SCHEME IN USE (COMMISSIONING DATA SET),,,https://www.datadictionary.nhs.uk/data_elements/procedure_scheme_in_use_commissioning_data_set.html,cds_v6-3_type_020_-_outpatient_cds;cds_v6-3_type_120_-_admitted_patient_care_-_finished_birth_episode_cds;cds_v6-3_type_130_-_admitted_patient_care_-_finished_general_episode_cds;cds_v6-3_type_140_-_admitted_patient_care_-_finished_delivery_episode_cds;cds_v6-3_type_180_-_admitted_patient_care_-_unfinished_birth_episode_cds;cds_v6-3_type_190_-_admitted_patient_care_-_unfinished_general_episode_cds;cds_v6-3_type_200_-_admitted_patient_care_-_unfinished_delivery_episode_cds,1900-01-01T00:00:00.000000+00:00,,true,3,2026-09-12T21:50:58.303823+00:00,databot,,
103,nhs_dd_cds,professional_registration_issuer_code,professional_registration_issuer_code,PROFESSIONAL REGISTRATION ISSUER CODE,,,https://www.datadictionary.nhs.uk/data_elements/professional_registration_issuer_code.html,cds_v6-2-3_type_011_-_emergency_care_cds;cds_v6-2_type_020_-_outpatient_cds;cds_v6-2_type_021_-_future_outpatient_cds;cds_v6-2_type_030_-_elective_admission_list_-_end_of_period_census_standard_cds;cds_v6-2_type_050_-_elective_admission_list_-_end_of_period_census_new_cds;cds_v6-2_type_060_-_elective_admission_list_-_event_during_period_add_cds;cds_v6-2_type_110_-_elective_admission_list_-_event_during_period_new_service_agreement_cds;cds_v6-2_type_120_-_admitted_patient_care_-_finished_birth_episode_cds;cds_v6-2_type_130_-_admitted_patient_care_-_finished_general_episode_cds;cds_v6-2_type_140_-_admitted_patient_care_-_finished_delivery_episode_cds;cds_v6-2_type_180_-_admitted_patient_care_-_unfinished_birth_episode_cds;cds_v6-2_type_190_-_admitted_patient_care_-_unfinished_general_episode_cds;cds_v6-2_type_200_-_admitted_patient_care_-_unfinished_delivery_episode_cds;cds_v6-3_type_020_-_outpatient_cds;cds_v6-3_type_120_-_admitted_patient_care_-_finished_birth_episode_cds;cds_v6-3_type_130_-_admitted_patient_care_-_finished_general_episode_cds;cds_v6-3_type_140_-_admitted_patient_care_-_finished_delivery_episode_cds;cds_v6-3_type_150_-_admitted_patient_care_-_other_birth_event_cds;cds_v6-3_type_160_-_admitted_patient_care_-_other_delivery_event_cds;cds_v6-3_type_180_-_admitted_patient_care_-_unfinished_birth_episode_cds;cds_v6-3_type_190_-_admitted_patient_care_-_unfinished_general_episode_cds;cds_v6-3_type_200_-_admitted_patient_care_-_unfinished_delivery_episode_cds,1900-01-01T00:00:00.000000+00:00,,true,3,2026-09-12T21:50:58.303823+00:00,databot,,
104,nhs_dd_cds,psychiatric_patient_status_code,psychiatric_patient_status,PSYCHIATRIC PATIENT STATUS CODE,PSYCHIATRIC PATIENT STATUS,,https://www.datadictionary.nhs.uk/data_elements/psychiatric_patient_status_code.html,cds_v6-2_type_130_-_admitted_patient_care_-_finished_general_episode_cds;cds_v6-2_type_140_-_admitted_patient_care_-_finished_delivery_episode_cds;cds_v6-2_type_170_-_admitted_patient_care_-_detained_and_or_long_term_psychiatric_census_cds;cds_v6-2_type_190_-_admitted_patient_care_-_unfinished_general_episode_cds;cds_v6-2_type_200_-_admitted_patient_care_-_unfinished_delivery_episode_cds;cds_v6-3_type_130_-_admitted_patient_care_-_finished_general_episode_cds;cds_v6-3_type_140_-_admitted_patient_care_-_finished_delivery_episode_cds;cds_v6-3_type_190_-_admitted_patient_care_-_unfinished_general_episode_cds;cds_v6-3_type_200_-_admitted_patient_care_-_unfinished_delivery_episode_cds,1900-01-01T00:00:00.000000+00:00,,true,3,2026-09-12T21:50:58.303823+00:00,databot,,
105,nhs_dd_cds,referral_to_treatment_period_status,referral_to_treatment_period_status,REFERRAL TO TREATMENT PERIOD STATUS,REFERRAL TO TREATMENT PERIOD STATUS,,https://www.datadictionary.nhs.uk/data_elements/referral_to_treatment_period_status.html,cds_v6-2-3_type_011_-_emergency_care_cds;cds_v6-2_type_020_-_outpatient_cds;cds_v6-2_type_021_-_future_outpatient_cds;cds_v6-2_type_030_-_elective_admission_list_-_end_of_period_census_standard_cds;cds_v6-2_type_040_-_elective_admission_list_-_end_of_period_census_old_cds;cds_v6-2_type_050_-_elective_admission_list_-_end_of_period_census_new_cds;cds_v6-2_type_060_-_elective_admission_list_-_event_during_period_add_cds;cds_v6-2_type_070_-_elective_admission_list_-_event_during_period_remove_cds;cds_v6-2_type_080_-_elective_admission_list_-_event_during_period_offer_cds;cds_v6-2_type_090_-_elective_admission_list_-_event_during_period_available_or_unavailable_cds;cds_v6-2_type_100_-_elective_admission_list_-_event_during_period_old_service_agreement_cds;cds_v6-2_type_110_-_elective_admission_list_-_event_during_period_new_service_agreement_cds;cds_v6-2_type_120_-_admitted_patient_care_-_finished_birth_episode_cds;cds_v6-2_type_130_-_admitted_patient_care_-_finished_general_episode_cds;cds_v6-2_type_140_-_admitted_patient_care_-_finished_delivery_episode_cds;cds_v6-2_type_150_-_admitted_patient_care_-_other_birth_event_cds;cds_v6-2_type_160_-_admitted_patient_care_-_other_delivery_event_cds;cds_v6-2_type_170_-_admitted_patient_care_-_detained_and_or_long_term_psychiatric_census_cds;cds_v6-2_type_180_-_admitted_patient_care_-_unfinished_birth_episode_cds;cds_v6-2_type_190_-_admitted_patient_care_-_unfinished_general_episode_cds;cds_v6-2_type_200_-_admitted_patient_care_-_unfinished_delivery_episode_cds;cds_v6-3_type_020_-_outpatient_cds;cds_v6-3_type_120_-_admitted_patient_care_-_finished_birth_episode_cds;cds_v6-3_type_130_-_admitted_patient_care_-_finished_general_episode_cds;cds_v6-3_type_140_-_admitted_patient_care_-_finished_delivery_episode_cds;cds_v6-3_type_150_-_admitted_patient_care_-_other_birth_event_cds;cds_v6-3_type_160_-_admitted_patient_care_-_other_delivery_event_cds;cds_v6-3_type_180_-_admitted_patient_care_-_unfinished_birth_episode_cds;cds_v6-3_type_190_-_admitted_patient_care_-_unfinished_general_episode_cds;cds_v6-3_type_200_-_admitted_patient_care_-_unfinished_delivery_episode_cds,1900-01-01T00:00:00.000000+00:00,,true,3,2026-09-12T21:50:58.303823+00:00,databot,,
106,nhs_dd_cds,referred_by_first_contact_practitioner_indicator,referred_by_first_contact_practitioner_indicator,REFERRED BY FIRST CONTACT PRACTITIONER INDICATOR,REFERRED BY FIRST CONTACT PRACTITIONER INDICATOR,,https://www.datadictionary.nhs.uk/data_elements/referred_by_first_contact_practitioner_indicator.html,cds_v6-3_type_020_-_outpatient_cds,1900-01-01T00:00:00.000000+00:00,,true,3,2026-09-12T21:50:58.303823+00:00,databot,,
107,nhs_dd_cds,rehabilitation_assessment_team_type,rehabilitation_assessment_team_type,REHABILITATION ASSESSMENT TEAM TYPE,REHABILITATION ASSESSMENT TEAM TYPE,,https://www.datadictionary.nhs.uk/data_elements/rehabilitation_assessment_team_type.html,cds_v6-2_type_020_-_outpatient_cds;cds_v6-2_type_021_-_future_outpatient_cds;cds_v6-2_type_130_-_admitted_patient_care_-_finished_general_episode_cds;cds_v6-2_type_140_-_admitted_patient_care_-_finished_delivery_episode_cds;cds_v6-2_type_190_-_admitted_patient_care_-_unfinished_general_episode_cds;cds_v6-2_type_200_-_admitted_patient_care_-_unfinished_delivery_episode_cds;cds_v6-3_type_020_-_outpatient_cds;cds_v6-3_type_130_-_admitted_patient_care_-_finished_general_episode_cds;cds_v6-3_type_140_-_admitted_patient_care_-_finished_delivery_episode_cds;cds_v6-3_type_190_-_admitted_patient_care_-_unfinished_general_episode_cds;cds_v6-3_type_200_-_admitted_patient_care_-_unfinished_delivery_episode_cds,1900-01-01T00:00:00.000000+00:00,,true,3,2026-09-12T21:50:58.303823+00:00,databot,,
108,nhs_dd_cds,responsible_care_professional_indicator,responsible_care_professional_indicator,RESPONSIBLE CARE PROFESSIONAL INDICATOR,RESPONSIBLE CARE PROFESSIONAL INDICATOR,,https://www.datadictionary.nhs.uk/data_elements/responsible_care_professional_indicator.html,cds_v6-3_type_020_-_outpatient_cds;cds_v6-3_type_120_-_admitted_patient_care_-_finished_birth_episode_cds;cds_v6-3_type_130_-_admitted_patient_care_-_finished_general_episode_cds;cds_v6-3_type_140_-_admitted_patient_care_-_finished_delivery_episode_cds;cds_v6-3_type_180_-_admitted_patient_care_-_unfinished_birth_episode_cds;cds_v6-3_type_190_-_admitted_patient_care_-_unfinished_general_episode_cds;cds_v6-3_type_200_-_admitted_patient_care_-_unfinished_delivery_episode_cds,1900-01-01T00:00:00.000000+00:00,,true,3,2026-09-12T21:50:58.303823+00:00,databot,,
109,nhs_dd_cds,resuscitation_method_code,resuscitation_method_code,RESUSCITATION METHOD CODE,RESUSCITATION METHOD CODE,,https://www.datadictionary.nhs.uk/data_elements/resuscitation_method_code.html,cds_v6-2_type_120_-_admitted_patient_care_-_finished_birth_episode_cds;cds_v6-2_type_140_-_admitted_patient_care_-_finished_delivery_episode_cds;cds_v6-2_type_150_-_admitted_patient_care_-_other_birth_event_cds;cds_v6-2_type_160_-_admitted_patient_care_-_other_delivery_event_cds;cds_v6-2_type_180_-_admitted_patient_care_-_unfinished_birth_episode_cds;cds_v6-2_type_200_-_admitted_patient_care_-_unfinished_delivery_episode_cds;cds_v6-3_type_120_-_admitted_patient_care_-_finished_birth_episode_cds;cds_v6-3_type_140_-_admitted_patient_care_-_finished_delivery_episode_cds;cds_v6-3_type_150_-_admitted_patient_care_-_other_birth_event_cds;cds_v6-3_type_160_-_admitted_patient_care_-_other_delivery_event_cds;cds_v6-3_type_180_-_admitted_patient_care_-_unfinished_birth_episode_cds;cds_v6-3_type_200_-_admitted_patient_care_-_unfinished_delivery_episode_cds,1900-01-01T00:00:00.000000+00:00,,true,3,2026-09-12T21:50:58.303823+00:00,databot,,
110,nhs_dd_cds,service_type_requested_code,service_type_requested,SERVICE TYPE REQUESTED CODE,SERVICE TYPE REQUESTED,,https://www.datadictionary.nhs.uk/data_elements/service_type_requested_code.html,cds_v6-2_type_020_-_outpatient_cds;cds_v6-2_type_021_-_future_outpatient_cds;cds_v6-3_type_020_-_outpatient_cds,1900-01-01T00:00:00.000000+00:00,,true,3,2026-09-12T21:50:58.303823+00:00,databot,,
111,nhs_dd_cds,sex_of_patients_code,sex_of_patients,SEX OF PATIENTS CODE,SEX OF PATIENTS,WARD INTENDED SEX OF PATIENTS,https://www.datadictionary.nhs.uk/data_elements/sex_of_patients_code.html,cds_v6-2_type_120_-_admitted_patient_care_-_finished_birth_episode_cds;cds_v6-2_type_130_-_admitted_patient_care_-_finished_general_episode_cds;cds_v6-2_type_140_-_admitted_patient_care_-_finished_delivery_episode_cds;cds_v6-2_type_170_-_admitted_patient_care_-_detained_and_or_long_term_psychiatric_census_cds;cds_v6-2_type_180_-_admitted_patient_care_-_unfinished_birth_episode_cds;cds_v6-2_type_190_-_admitted_patient_care_-_unfinished_general_episode_cds;cds_v6-2_type_200_-_admitted_patient_care_-_unfinished_delivery_episode_cds,1900-01-01T00:00:00.000000+00:00,,true,3,2026-09-12T21:50:58.303823+00:00,databot,,
112,nhs_dd_cds,source_of_admission_code_hospital_provider_spell,source_of_admission,SOURCE OF ADMISSION CODE (HOSPITAL PROVIDER SPELL),SOURCE OF ADMISSION,,https://www.datadictionary.nhs.uk/data_elements/source_of_admission_code_hospital_provider_spell.html,cds_v6-2_type_120_-_admitted_patient_care_-_finished_birth_episode_cds;cds_v6-2_type_130_-_admitted_patient_care_-_finished_general_episode_cds;cds_v6-2_type_140_-_admitted_patient_care_-_finished_delivery_episode_cds;cds_v6-2_type_170_-_admitted_patient_care_-_detained_and_or_long_term_psychiatric_census_cds;cds_v6-2_type_180_-_admitted_patient_care_-_unfinished_birth_episode_cds;cds_v6-2_type_190_-_admitted_patient_care_-_unfinished_general_episode_cds;cds_v6-2_type_200_-_admitted_patient_care_-_unfinished_delivery_episode_cds,1900-01-01T00:00:00.000000+00:00,,true,3,2026-09-12T21:50:58.303823+00:00,databot,,
